id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Type	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize	Features
176574394	SALES_RESIDENTIAL	The White Gold Package - Excellence in design!	$825,000	2019-03-31 00:16:57		15 Concetta Street	Denman Prospect	ACT	2611	-35.30188334	149.02599812	HOUSE_AND_LAND_PACKAGE	567569	Agent	Aird Property Group	Daniel	4	2	2	6	471	['FAMILY_ROOM', 'RUMPUS_ROOM']
176445345	SALES_RESIDENTIAL	Good Location, close to shops	$260,000	2019-03-01 02:46:31		23/3 Waddell Place	Curtin	ACT	2605	-35.3252951	149.0806038	UNIT	659811	Agent	AbodeMe	Peter Norton-Baker	2	1	1	0	13136	
175761866	SALES_RESIDENTIAL	Vaile - lifestyle, luxury & location	$599,000+	2020-01-08 22:52:52	2019-02-28 22:12:57	Vaile - 6/42 Fullagar Crescent	Higgins	ACT	2615	-35.2308785	149.0271789	TOWNHOUSE	5399	Agent	Independent Belconnen	Matthew Peden	3	2	2	6.5		['BODY_CORPORATE', 'FAMILY_ROOM', 'NEW_CONSTRUCTION']
176465387	SALES_RESIDENTIAL	Choose the home and outlook that suits you, and work directly with Blackett Homes. Building lifestyles since 1981.	$980,500-$998,900	2019-03-03 12:30:13		48 Thwaites Crescent	Wright	ACT	2611	-35.31927593	149.03359491	HOUSE_AND_LAND_PACKAGE	3741	Builder	Blackett Property Group	Matthew Butt	4	2	2	6	450	
176433167	SALES_RESIDENTIAL	Wright -Land	$485,000	2019-03-04 05:52:50		29 Grace Perry Street	Wright	ACT	2611	-35.31927593	149.03359491	LAND	845036	PrivateLister	Private Lister			0	0		500	
176398613	SALES_RESIDENTIAL	KODO - Gungahlin's Best Value- Now Complete	$465,000	2019-03-05 06:20:40		1 Cnr Bernard Heinze Avenue & Mirrabei Drive	Moncrieff	ACT	2914	-35.1611901	149.1157992	TOWNHOUSE	3250	Agent	LJ Hooker Project Marketing	Andrew Ligdopoulos	3	2	2	7.9		
176475059	SALES_RESIDENTIAL	Location Location Location - Multiple Designs to Choose From	$618,000-$634,000	2019-03-05 06:55:49		(no street name provided)	Googong	NSW	2620	-35.44471258	149.22762989	HOUSE_AND_LAND_PACKAGE	186605	Builder	Achieve Homes	Jad El-husseini	4	2	2		420	
176475058	SALES_RESIDENTIAL	78 Pro Hart Avenue Strathnairn	$627,000	2019-03-05 05:51:03		78 Pro Hart Avenue	Strathnairn	ACT	2615	-35.2335142	148.9990168	HOUSE_AND_LAND_PACKAGE	5069	Builder	Gracious Living Constructions	Zeljko Pekic	3	2	2	6	444	
176475905	SALES_RESIDENTIAL	Spacious high end apartment in the City	Over $640,000	2019-03-05 02:21:21		1222/240 Bunda Street	City	ACT	2601	-35.2816321	149.134405	APARTMENT	186856	Agent	McGrath Estate Agents Dickson	Maree Van Arkel	2	2	1	6	0	
176474739	SALES_RESIDENTIAL	DHA Home in lease an ideal investment	$635,000	2019-03-05 23:36:24		(no street name provided)	Karabar	NSW	2620	-35.3756194	149.2474715	HOUSE	669351	Agent	Upside	Mark Higgs	4	3	2		842	
